,,text,target,Text,text_final
4856,32798,"ÂRising prices and increasing Chinese raw material demand will be good news for the industry, especially for the large number of flake #graphite development projects worldwide. Â

Graphite: Chinese supply recovers Â Roskill https://t.co/YVEN2zrZgn",2,"['â\x93rising', 'prices', 'and', 'increasing', 'chinese', 'raw', 'material', 'demand', 'will', 'be', 'good', 'news', 'for', 'the', 'industry', ',', 'especially', 'for', 'the', 'large', 'number', 'of', 'flake', '#', 'graphite', 'development', 'projects', 'worldwide', '.', 'â\x93', 'graphite', ':', 'chinese', 'supply', 'recovers', 'â\x97', 'roskill', 'https', ':', '//t.co/yven2zrzgn']","['price', 'increase', 'chinese', 'raw', 'material', 'demand', 'good', 'news', 'industry', 'especially', 'large', 'number', 'flake', 'graphite', 'development', 'project', 'worldwide', 'graphite', 'chinese', 'supply', 'recovers', 'roskill', 'http']"
4857,38885,The 3rd wave of Consumer Sentiment Tracker in b n April 3 amp 6 2020 show that 15 of the population in doesn t take it seriously However it s perceived more seriously in amp Full report,0,"['the', '3rd', 'wave', 'of', 'consumer', 'sentiment', 'tracker', 'in', 'b', 'n', 'april', '3', 'amp', '6', '2020', 'show', 'that', '15', 'of', 'the', 'population', 'in', 'doesn', 't', 'take', 'it', 'seriously', 'however', 'it', 's', 'perceived', 'more', 'seriously', 'in', 'amp', 'full', 'report']","['wave', 'consumer', 'sentiment', 'tracker', 'b', 'n', 'april', 'amp', 'show', 'population', 'take', 'seriously', 'however', 'perceive', 'seriously', 'amp', 'full', 'report']"
4858,34448,@realDonaldTrump Mr. President. Idea for you to help with costs. Since oil is around $20-25 dollars a barrel. Raise gas prices 50 cents to bring in revenue to help with COVID 19 cost and are national debt. With one caveat when oil hits $50 a barrel the th,2,"['@', 'realdonaldtrump', 'mr.', 'president', '.', 'idea', 'for', 'you', 'to', 'help', 'with', 'costs', '.', 'since', 'oil', 'is', 'around', '$', '20-25', 'dollars', 'a', 'barrel', '.', 'raise', 'gas', 'prices', '50', 'cents', 'to', 'bring', 'in', 'revenue', 'to', 'help', 'with', 'covid', '19', 'cost', 'and', 'are', 'national', 'debt', '.', 'with', 'one', 'caveat', 'when', 'oil', 'hits', '$', '50', 'a', 'barrel', 'the', 'th']","['realdonaldtrump', 'president', 'idea', 'help', 'cost', 'since', 'oil', 'around', 'dollar', 'barrel', 'raise', 'gas', 'price', 'cent', 'bring', 'revenue', 'help', 'covid', 'cost', 'national', 'debt', 'one', 'caveat', 'oil', 'hit', 'barrel', 'th']"
4859,40061,"Gold Prices May Stay High as 2008 Crisis Cure Bedevils Covid-19 Policy: Gold prices well-supported as keeping interest rates ultra-low in response to the 2008 global financial crisis proves problematic for fighting the next one, the coronavirus outbreak. https://t.co/rkkhwLWeqn",0,"['gold', 'prices', 'may', 'stay', 'high', 'as', '2008', 'crisis', 'cure', 'bedevils', 'covid-19', 'policy', ':', 'gold', 'prices', 'well-supported', 'as', 'keeping', 'interest', 'rates', 'ultra-low', 'in', 'response', 'to', 'the', '2008', 'global', 'financial', 'crisis', 'proves', 'problematic', 'for', 'fighting', 'the', 'next', 'one', ',', 'the', 'coronavirus', 'outbreak', '.', 'https', ':', '//t.co/rkkhwlweqn']","['gold', 'price', 'may', 'stay', 'high', 'crisis', 'cure', 'bedevil', 'policy', 'gold', 'price', 'keep', 'interest', 'rate', 'response', 'global', 'financial', 'crisis', 'prove', 'problematic', 'fight', 'next', 'one', 'coronavirus', 'outbreak', 'http']"
4860,32668,"#UX #CX Suburban grocery shoppers are having the most issues with securing online groceries, as they are the most likely to be shopping online for groceries right now. An opportunity as well as an obstacle. https://t.co/dss6cqtwL0",2,"['#', 'ux', '#', 'cx', 'suburban', 'grocery', 'shoppers', 'are', 'having', 'the', 'most', 'issues', 'with', 'securing', 'online', 'groceries', ',', 'as', 'they', 'are', 'the', 'most', 'likely', 'to', 'be', 'shopping', 'online', 'for', 'groceries', 'right', 'now', '.', 'an', 'opportunity', 'as', 'well', 'as', 'an', 'obstacle', '.', 'https', ':', '//t.co/dss6cqtwl0']","['ux', 'cx', 'suburban', 'grocery', 'shopper', 'issue', 'secure', 'online', 'grocery', 'likely', 'shop', 'online', 'grocery', 'right', 'opportunity', 'well', 'obstacle', 'http']"
4861,40978,"https://t.co/Mv4Uuj1hgu. They're going to see how boring my life is, lol. Grocery store..nothing else",2,"['https', ':', '//t.co/mv4uuj1hgu', '.', 'they', ""'re"", 'going', 'to', 'see', 'how', 'boring', 'my', 'life', 'is', ',', 'lol', '.', 'grocery', 'store..nothing', 'else']","['http', 'go', 'see', 'boring', 'life', 'lol', 'grocery', 'else']"
4862,33958,@si_francis @EllaMinty Or supermarket workers getting huge pay rises? I think COVID-19 is rubbing away a lot of purposewash to show who and what the real value to society is. I feel companies wonÂt get away with bluff in future and PR should be helping t,2,"['@', 'si_francis', '@', 'ellaminty', 'or', 'supermarket', 'workers', 'getting', 'huge', 'pay', 'rises', '?', 'i', 'think', 'covid-19', 'is', 'rubbing', 'away', 'a', 'lot', 'of', 'purposewash', 'to', 'show', 'who', 'and', 'what', 'the', 'real', 'value', 'to', 'society', 'is', '.', 'i', 'feel', 'companies', 'wonâ\x92t', 'get', 'away', 'with', 'bluff', 'in', 'future', 'and', 'pr', 'should', 'be', 'helping', 't']","['ellaminty', 'supermarket', 'worker', 'get', 'huge', 'pay', 'rise', 'think', 'rub', 'away', 'lot', 'purposewash', 'show', 'real', 'value', 'society', 'feel', 'company', 'get', 'away', 'bluff', 'future', 'pr', 'help']"
4863,41051,"Remember when @Joe_Gatto said a cart full of toilet paper is needed for 1 person? 

Remember when @SI_badboy pointed out that hand sanitizer is antiBACTERIAL not antiVIRAL? 

#ImpracticalJokers has been giving us #coronavirus lessons for seasons. 

Who's been paying attention? ?",2,"['remember', 'when', '@', 'joe_gatto', 'said', 'a', 'cart', 'full', 'of', 'toilet', 'paper', 'is', 'needed', 'for', '1', 'person', '?', 'remember', 'when', '@', 'si_badboy', 'pointed', 'out', 'that', 'hand', 'sanitizer', 'is', 'antibacterial', 'not', 'antiviral', '?', '#', 'impracticaljokers', 'has', 'been', 'giving', 'us', '#', 'coronavirus', 'lessons', 'for', 'seasons', '.', 'who', ""'s"", 'been', 'paying', 'attention', '?', '?']","['remember', 'say', 'cart', 'full', 'toilet', 'paper', 'need', 'person', 'remember', 'point', 'hand', 'sanitizer', 'antibacterial', 'antiviral', 'impracticaljokers', 'give', 'u', 'coronavirus', 'lesson', 'season', 'pay', 'attention']"
4864,40198,Trump just thanks Putin and MBS for raising our gas prices during the #coronavirus pandemic.  #PressBriefing https://t.co/WU5qPTV3lT,2,"['trump', 'just', 'thanks', 'putin', 'and', 'mbs', 'for', 'raising', 'our', 'gas', 'prices', 'during', 'the', '#', 'coronavirus', 'pandemic', '.', '#', 'pressbriefing', 'https', ':', '//t.co/wu5qptv3lt']","['trump', 'thanks', 'putin', 'mb', 'raise', 'gas', 'price', 'coronavirus', 'pandemic', 'pressbriefing', 'http']"
4865,35844,"Amazon is now selling masks, hand sanitizer, and gowns on a special section reserved for healthcare workers. https://t.co/NgEzkOKcql #coronavirus @amazon https://t.co/wDCmCypRtB",2,"['amazon', 'is', 'now', 'selling', 'masks', ',', 'hand', 'sanitizer', ',', 'and', 'gowns', 'on', 'a', 'special', 'section', 'reserved', 'for', 'healthcare', 'workers', '.', 'https', ':', '//t.co/ngezkokcql', '#', 'coronavirus', '@', 'amazon', 'https', ':', '//t.co/wdcmcyprtb']","['amazon', 'sell', 'mask', 'hand', 'sanitizer', 'gown', 'special', 'section', 'reserve', 'healthcare', 'worker', 'http', 'coronavirus', 'amazon', 'http']"
4866,37432,"@GaryLineker @NHSuk Agreed! And everyone else who is keeping the county going; Police, supermarket staff, bus drivers, postman/woman, delivery drivers... the list is endless! #ThankYouNHS #StayHomeSaveLives #EasterAtHome",2,"['@', 'garylineker', '@', 'nhsuk', 'agreed', '!', 'and', 'everyone', 'else', 'who', 'is', 'keeping', 'the', 'county', 'going', ';', 'police', ',', 'supermarket', 'staff', ',', 'bus', 'drivers', ',', 'postman/woman', ',', 'delivery', 'drivers', '...', 'the', 'list', 'is', 'endless', '!', '#', 'thankyounhs', '#', 'stayhomesavelives', '#', 'easterathome']","['garylineker', 'nhsuk', 'agree', 'everyone', 'else', 'keep', 'county', 'go', 'police', 'supermarket', 'staff', 'bus', 'driver', 'delivery', 'driver', 'list', 'endless', 'thankyounhs', 'stayhomesavelives', 'easterathome']"
4867,40426,"Buybacks drive up stock prices. In 2012 the 500 highest-paid executives named in proxy statements of U.S. public companies received, on average, $30.3 million each; 42% of their compensation came from stock options and 41% from stock awards.Â
https://t.co/4yJ9Cc3igr",2,"['buybacks', 'drive', 'up', 'stock', 'prices', '.', 'in', '2012', 'the', '500', 'highest-paid', 'executives', 'named', 'in', 'proxy', 'statements', 'of', 'u.s.', 'public', 'companies', 'received', ',', 'on', 'average', ',', '$', '30.3', 'million', 'each', ';', '42', '%', 'of', 'their', 'compensation', 'came', 'from', 'stock', 'options', 'and', '41', '%', 'from', 'stock', 'awards.â\x94', 'https', ':', '//t.co/4yj9cc3igr']","['buyback', 'drive', 'stock', 'price', 'executive', 'name', 'proxy', 'statement', 'public', 'company', 'receive', 'average', 'million', 'compensation', 'come', 'stock', 'option', 'stock', 'http']"
4868,36687,"@ssupnow 1. Sanitizer
2.Italy 
3.Wuhan 
4. Grocery #coronavirus #covid19 #contest #alert #GiveawayAlert #competition #puzzle
 join friends @CHUNMUN143 @Ashapanchal8 @SanjayJ45449140 @coool_kashish @manjhushalini @anitanegidubey 
Liked shared Fol",2,"['@', 'ssupnow', '1.', 'sanitizer', '2.italy', '3.wuhan', '4.', 'grocery', '#', 'coronavirus', '#', 'covid19', '#', 'contest', '#', 'alert', '#', 'giveawayalert', '#', 'competition', '#', 'puzzle', 'join', 'friends', '@', 'chunmun143', '@', 'ashapanchal8', '@', 'sanjayj45449140', '@', 'coool_kashish', '@', 'manjhushalini', '@', 'anitanegidubey', 'liked', 'shared', 'fol']","['ssupnow', 'sanitizer', 'grocery', 'coronavirus', 'contest', 'alert', 'giveawayalert', 'competition', 'puzzle', 'join', 'friends', 'manjhushalini', 'anitanegidubey', 'like', 'share', 'fol']"
4869,39732,"Predictions for Post Covid 19 World - 

1) Flight travel will get expensive - ppl will cut down on non essential travel allowing airlines to increase average prices knowing that a large % of travel is essential and price inelastic to an extent.",2,"['predictions', 'for', 'post', 'covid', '19', 'world', '-', '1', ')', 'flight', 'travel', 'will', 'get', 'expensive', '-', 'ppl', 'will', 'cut', 'down', 'on', 'non', 'essential', 'travel', 'allowing', 'airlines', 'to', 'increase', 'average', 'prices', 'knowing', 'that', 'a', 'large', '%', 'of', 'travel', 'is', 'essential', 'and', 'price', 'inelastic', 'to', 'an', 'extent', '.']","['prediction', 'post', 'covid', 'world', 'flight', 'travel', 'get', 'expensive', 'ppl', 'cut', 'non', 'essential', 'travel', 'allow', 'airline', 'increase', 'average', 'price', 'know', 'large', 'travel', 'essential', 'price', 'inelastic', 'extent']"
4870,34949,"Looking for a better way to keep your hands clean? California Baby makes a powerful plant-based hand sanitizer that kills 99.9% of germsÂwithout harmful chemicals! 

#sanitizer #covid19 #coronavirus
https://t.co/6oWa1ArZ4S",2,"['looking', 'for', 'a', 'better', 'way', 'to', 'keep', 'your', 'hands', 'clean', '?', 'california', 'baby', 'makes', 'a', 'powerful', 'plant-based', 'hand', 'sanitizer', 'that', 'kills', '99.9', '%', 'of', 'germsâ\x97without', 'harmful', 'chemicals', '!', '#', 'sanitizer', '#', 'covid19', '#', 'coronavirus', 'https', ':', '//t.co/6owa1arz4s']","['look', 'good', 'way', 'keep', 'hand', 'clean', 'california', 'baby', 'make', 'powerful', 'hand', 'sanitizer', 'kill', 'harmful', 'chemical', 'sanitizer', 'coronavirus', 'http']"
4871,38371,"Here's some good advice on what to do if you get a robocall.

https://t.co/1LdeP1NlNR",2,"['here', ""'s"", 'some', 'good', 'advice', 'on', 'what', 'to', 'do', 'if', 'you', 'get', 'a', 'robocall', '.', 'https', ':', '//t.co/1ldep1nlnr']","['good', 'advice', 'get', 'robocall', 'http']"
4872,34595,"@NigheanMo @Safer_Place Standing in line outside a grocery store watching this. Thanks for the laughs ?
#SocialDistancing",2,"['@', 'nigheanmo', '@', 'safer_place', 'standing', 'in', 'line', 'outside', 'a', 'grocery', 'store', 'watching', 'this', '.', 'thanks', 'for', 'the', 'laughs', '?', '#', 'socialdistancing']","['nigheanmo', 'stand', 'line', 'outside', 'grocery', 'store', 'watch', 'thanks', 'laugh', 'socialdistancing']"
4873,35720,20 seconds Soap and water Or hand sanitizer Wash your hands and prevent community spread of,2,"['20', 'seconds', 'soap', 'and', 'water', 'or', 'hand', 'sanitizer', 'wash', 'your', 'hands', 'and', 'prevent', 'community', 'spread', 'of']","['second', 'soap', 'water', 'hand', 'sanitizer', 'wash', 'hand', 'prevent', 'community', 'spread']"
4874,37641,"A side-effect of coronavirus has been unfair racialization of the illness. Remember that systems - political, economic, and healthcare - contributed to the virus becoming a pandemic and concern for people worldwide.
https://t.co/6DQKq7PzMz",0,"['a', 'side-effect', 'of', 'coronavirus', 'has', 'been', 'unfair', 'racialization', 'of', 'the', 'illness', '.', 'remember', 'that', 'systems', '-', 'political', ',', 'economic', ',', 'and', 'healthcare', '-', 'contributed', 'to', 'the', 'virus', 'becoming', 'a', 'pandemic', 'and', 'concern', 'for', 'people', 'worldwide', '.', 'https', ':', '//t.co/6dqkq7pzmz']","['coronavirus', 'unfair', 'racialization', 'illness', 'remember', 'system', 'political', 'economic', 'healthcare', 'contribute', 'virus', 'become', 'pandemic', 'concern', 'people', 'worldwide', 'http']"
4875,35043,"@Morrisons is the latest supermarket to reward workers during the #coronavirus crisis, with a threefold increase in bonus for the next 12 months. They are today's #COVIDCompanyHeroes!",2,"['@', 'morrisons', 'is', 'the', 'latest', 'supermarket', 'to', 'reward', 'workers', 'during', 'the', '#', 'coronavirus', 'crisis', ',', 'with', 'a', 'threefold', 'increase', 'in', 'bonus', 'for', 'the', 'next', '12', 'months', '.', 'they', 'are', 'today', ""'s"", '#', 'covidcompanyheroes', '!']","['morrison', 'late', 'supermarket', 'reward', 'worker', 'coronavirus', 'crisis', 'threefold', 'increase', 'bonus', 'next', 'month', 'today', 'covidcompanyheroes']"
4876,40142,"As #COVID19 stimulus checks start coming in, @HeartlandPolicy  warns that you need to be proactive &amp; ready for scammers &amp; predatory lenders. We're joining @WoodstockInst @IllinoisPIRG &amp; over a dozen other orgs to advocate for more financial protections https://t.co/1Ywt4wIVah",2,"['as', '#', 'covid19', 'stimulus', 'checks', 'start', 'coming', 'in', ',', '@', 'heartlandpolicy', 'warns', 'that', 'you', 'need', 'to', 'be', 'proactive', '&', 'amp', ';', 'ready', 'for', 'scammers', '&', 'amp', ';', 'predatory', 'lenders', '.', 'we', ""'re"", 'joining', '@', 'woodstockinst', '@', 'illinoispirg', '&', 'amp', ';', 'over', 'a', 'dozen', 'other', 'orgs', 'to', 'advocate', 'for', 'more', 'financial', 'protections', 'https', ':', '//t.co/1ywt4wivah']","['stimulus', 'check', 'start', 'come', 'heartlandpolicy', 'warn', 'need', 'proactive', 'amp', 'ready', 'scammer', 'amp', 'predatory', 'lender', 'join', 'woodstockinst', 'illinoispirg', 'amp', 'dozen', 'orgs', 'advocate', 'financial', 'protection', 'http']"
4877,38858,Patients with such as and are more vulnerable to 19 This is the time to eat healthy food Avoid transfats in your diet,0,"['patients', 'with', 'such', 'as', 'and', 'are', 'more', 'vulnerable', 'to', '19', 'this', 'is', 'the', 'time', 'to', 'eat', 'healthy', 'food', 'avoid', 'transfats', 'in', 'your', 'diet']","['patient', 'vulnerable', 'time', 'eat', 'healthy', 'food', 'avoid', 'transfats', 'diet']"
4878,40399,"@CNN I don't buy any of Smithfield's meat,because they are known for inhumane practices. Still,this just proves how essential workers are at higher risk of contracting the #Coronavirus &amp; once they do it's a #DominoEffect impacting all from the farmer ",0,"['@', 'cnn', 'i', 'do', ""n't"", 'buy', 'any', 'of', 'smithfield', ""'s"", 'meat', ',', 'because', 'they', 'are', 'known', 'for', 'inhumane', 'practices', '.', 'still', ',', 'this', 'just', 'proves', 'how', 'essential', 'workers', 'are', 'at', 'higher', 'risk', 'of', 'contracting', 'the', '#', 'coronavirus', '&', 'amp', ';', 'once', 'they', 'do', 'it', ""'s"", 'a', '#', 'dominoeffect', 'impacting', 'all', 'from', 'the', 'farmer']","['cnn', 'buy', 'smithfield', 'meat', 'know', 'inhumane', 'practice', 'still', 'prove', 'essential', 'worker', 'high', 'risk', 'contract', 'coronavirus', 'amp', 'dominoeffect', 'impact', 'farmer']"
4879,40303,TrumpÂs crude problem: OPEC diplomacy canÂt save AmericaÂs oil jobs  https://t.co/cQalLeEOVb via @politico,0,"['trumpâ\x92s', 'crude', 'problem', ':', 'opec', 'diplomacy', 'canâ\x92t', 'save', 'americaâ\x92s', 'oil', 'jobs', 'https', ':', '//t.co/cqalleeovb', 'via', '@', 'politico']","['crude', 'problem', 'opec', 'diplomacy', 'save', 'oil', 'job', 'http', 'via', 'politico']"
4880,38415,"Good gawd, this photo: Thousands lining up in their cars at a food bank in Texas. (H/t: @brianstelter, @ReliableSources): https://t.co/m39yBCzYM4",2,"['good', 'gawd', ',', 'this', 'photo', ':', 'thousands', 'lining', 'up', 'in', 'their', 'cars', 'at', 'a', 'food', 'bank', 'in', 'texas', '.', '(', 'h/t', ':', '@', 'brianstelter', ',', '@', 'reliablesources', ')', ':', 'https', ':', '//t.co/m39ybczym4']","['good', 'gawd', 'photo', 'thousand', 'line', 'car', 'food', 'bank', 'texas', 'brianstelter', 'reliablesources', 'http']"
4881,39404,#Malta Minister for #Tourism and Consumer Protection Hon #JuliaFarrugia Portelli says the Malta Tourism Authority is preparing a #strategy for Âthe tourism of tomorrowÂ.  The SUNx Program will help to make this a #climatefriendlytoÂhttps://t.co/IY2rj1BCJM https://t.co/yRReJPaNpw,2,"['#', 'malta', 'minister', 'for', '#', 'tourism', 'and', 'consumer', 'protection', 'hon', '#', 'juliafarrugia', 'portelli', 'says', 'the', 'malta', 'tourism', 'authority', 'is', 'preparing', 'a', '#', 'strategy', 'for', 'â\x93the', 'tourism', 'of', 'tomorrowâ\x94', '.', 'the', 'sunx', 'program', 'will', 'help', 'to', 'make', 'this', 'a', '#', 'climatefriendlytoâ', 'https', ':', '//t.co/iy2rj1bcjm', 'https', ':', '//t.co/yrrejpanpw']","['malta', 'minister', 'tourism', 'consumer', 'protection', 'hon', 'juliafarrugia', 'portelli', 'say', 'malta', 'tourism', 'authority', 'prepare', 'strategy', 'tourism', 'sunx', 'program', 'help', 'make', 'climatefriendlytoâ', 'http', 'http']"
4882,33747,You could spread COVID 19 to others even if you do not feel sick Everyone should wear mask when they have to go out in public for example to the grocery store or to pick up other necessities,2,"['you', 'could', 'spread', 'covid', '19', 'to', 'others', 'even', 'if', 'you', 'do', 'not', 'feel', 'sick', 'everyone', 'should', 'wear', 'mask', 'when', 'they', 'have', 'to', 'go', 'out', 'in', 'public', 'for', 'example', 'to', 'the', 'grocery', 'store', 'or', 'to', 'pick', 'up', 'other', 'necessities']","['could', 'spread', 'covid', 'others', 'even', 'feel', 'sick', 'everyone', 'wear', 'mask', 'go', 'public', 'example', 'grocery', 'store', 'pick', 'necessity']"
4883,40403,"Unnamed supermarket have angered me on my (quick, essential) weekly shop. Two members of staff standing *so* close to each other. When I pointed it out got shouted down Âwe canÂt do the roster without standing together.Â Beyond belief. #StayHomeSaveLives",0,"['unnamed', 'supermarket', 'have', 'angered', 'me', 'on', 'my', '(', 'quick', ',', 'essential', ')', 'weekly', 'shop', '.', 'two', 'members', 'of', 'staff', 'standing', '*so*', 'close', 'to', 'each', 'other', '.', 'when', 'i', 'pointed', 'it', 'out', 'got', 'shouted', 'down', 'â\x91we', 'canâ\x92t', 'do', 'the', 'roster', 'without', 'standing', 'together.â\x92', 'beyond', 'belief', '.', '#', 'stayhomesavelives']","['unnamed', 'supermarket', 'anger', 'quick', 'essential', 'weekly', 'shop', 'two', 'member', 'staff', 'stand', 'close', 'point', 'get', 'shout', 'roster', 'without', 'stand', 'beyond', 'belief', 'stayhomesavelives']"
4884,40906,Even by Trump s standards this is cringe worthy Also is it me or he is just a one trick pony blaming media for everything from oil prices to,0,"['even', 'by', 'trump', 's', 'standards', 'this', 'is', 'cringe', 'worthy', 'also', 'is', 'it', 'me', 'or', 'he', 'is', 'just', 'a', 'one', 'trick', 'pony', 'blaming', 'media', 'for', 'everything', 'from', 'oil', 'prices', 'to']","['even', 'trump', 'standard', 'cringe', 'worthy', 'also', 'one', 'trick', 'pony', 'blame', 'medium', 'everything', 'oil', 'price']"
4885,32952,"#Dairy farmers in one of #Canada's largest #milk-producing province are poised to dump millions of litres of milk due to #coronavirus. Dairy Farmers of Ontario has told farmers to get rid of raw milk to keep prices stable and prevent oversupply.

#covid19

https://t.co/jNB2K0ucfB",2,"['#', 'dairy', 'farmers', 'in', 'one', 'of', '#', 'canada', ""'s"", 'largest', '#', 'milk-producing', 'province', 'are', 'poised', 'to', 'dump', 'millions', 'of', 'litres', 'of', 'milk', 'due', 'to', '#', 'coronavirus', '.', 'dairy', 'farmers', 'of', 'ontario', 'has', 'told', 'farmers', 'to', 'get', 'rid', 'of', 'raw', 'milk', 'to', 'keep', 'prices', 'stable', 'and', 'prevent', 'oversupply', '.', '#', 'covid19', 'https', ':', '//t.co/jnb2k0ucfb']","['dairy', 'farmer', 'one', 'canada', 'large', 'province', 'poise', 'dump', 'million', 'litre', 'milk', 'due', 'coronavirus', 'dairy', 'farmer', 'ontario', 'tell', 'farmer', 'get', 'rid', 'raw', 'milk', 'keep', 'price', 'stable', 'prevent', 'oversupply', 'http']"
4886,41056,"Funny that one of my ""friend"" keeps on preaching about kaki meja jangan 1 tapi 4

IN THE TIME OF COVID-19

AND SHOWING THAT YOU CAN SELL ITEMS FROM CHINA FOR 3-4 times the real prices....

HAVE YOU EVER HEARD ETHICAL SELLING?!",2,"['funny', 'that', 'one', 'of', 'my', '``', 'friend', ""''"", 'keeps', 'on', 'preaching', 'about', 'kaki', 'meja', 'jangan', '1', 'tapi', '4', 'in', 'the', 'time', 'of', 'covid-19', 'and', 'showing', 'that', 'you', 'can', 'sell', 'items', 'from', 'china', 'for', '3-4', 'times', 'the', 'real', 'prices', '...', '.', 'have', 'you', 'ever', 'heard', 'ethical', 'selling', '?', '!']","['funny', 'one', 'friend', 'keep', 'preach', 'kaki', 'meja', 'jangan', 'tapi', 'time', 'showing', 'sell', 'item', 'china', 'time', 'real', 'price', 'ever', 'hear', 'ethical', 'selling']"
4887,36154,Restoring Consumer Confidence after COVID-19 https://t.co/W4we7ZVGOZ via @richmondfed,2,"['restoring', 'consumer', 'confidence', 'after', 'covid-19', 'https', ':', '//t.co/w4we7zvgoz', 'via', '@', 'richmondfed']","['restore', 'consumer', 'confidence', 'http', 'via', 'richmondfed']"
4888,34992,"#Austin #Grocerystore #food #IndianGrocer #COVID-19
Enjoy high-quality and affordable grocery shopping from Vedic Indian Supermarket - https://t.co/KSTBYcA1T3
#IndianSupermarket https://t.co/NRTfgB8FRX",2,"['#', 'austin', '#', 'grocerystore', '#', 'food', '#', 'indiangrocer', '#', 'covid-19', 'enjoy', 'high-quality', 'and', 'affordable', 'grocery', 'shopping', 'from', 'vedic', 'indian', 'supermarket', '-', 'https', ':', '//t.co/kstbyca1t3', '#', 'indiansupermarket', 'https', ':', '//t.co/nrtfgb8frx']","['austin', 'grocerystore', 'food', 'indiangrocer', 'enjoy', 'affordable', 'grocery', 'shopping', 'vedic', 'indian', 'supermarket', 'http', 'indiansupermarket', 'http']"
4889,32995,Furnishers should be aware of the CARES Act amendment to the Fair Credit Reporting Act requiring lenders making a Covid-19 accommodation to a consumer -- who then complies -- to report the account to the credit reporting agencies as having the same or impÂhttps://t.co/bJHGIjRkRP,2,"['furnishers', 'should', 'be', 'aware', 'of', 'the', 'cares', 'act', 'amendment', 'to', 'the', 'fair', 'credit', 'reporting', 'act', 'requiring', 'lenders', 'making', 'a', 'covid-19', 'accommodation', 'to', 'a', 'consumer', '--', 'who', 'then', 'complies', '--', 'to', 'report', 'the', 'account', 'to', 'the', 'credit', 'reporting', 'agencies', 'as', 'having', 'the', 'same', 'or', 'impâ', 'https', ':', '//t.co/bjhgijrkrp']","['furnishers', 'aware', 'care', 'act', 'amendment', 'fair', 'credit', 'reporting', 'act', 'require', 'lender', 'make', 'accommodation', 'consumer', 'comply', 'report', 'account', 'credit', 'reporting', 'agency', 'impâ', 'http']"
4890,35895,"Come into a supermarket grab an item look at it and because of displeasure put it back in the rack, I can't just calculate how many more will grab on such items in a day.What if I am Covid-19 positive but unaware? Sanitize and where masks to supermarkets,let's protect each other.",2,"['come', 'into', 'a', 'supermarket', 'grab', 'an', 'item', 'look', 'at', 'it', 'and', 'because', 'of', 'displeasure', 'put', 'it', 'back', 'in', 'the', 'rack', ',', 'i', 'ca', ""n't"", 'just', 'calculate', 'how', 'many', 'more', 'will', 'grab', 'on', 'such', 'items', 'in', 'a', 'day.what', 'if', 'i', 'am', 'covid-19', 'positive', 'but', 'unaware', '?', 'sanitize', 'and', 'where', 'masks', 'to', 'supermarkets', ',', 'let', ""'s"", 'protect', 'each', 'other', '.']","['come', 'supermarket', 'grab', 'item', 'look', 'displeasure', 'put', 'back', 'rack', 'ca', 'calculate', 'many', 'grab', 'item', 'positive', 'unaware', 'sanitize', 'mask', 'supermarket', 'let', 'protect']"
4891,36519,?@golfspybarbajo? great article. Well done. #Golf COVID-19 and Golf's Direct-To-Consumer Business | MyGolfSpy https://t.co/4A4pFs8Nok,2,"['?', '@', 'golfspybarbajo', '?', 'great', 'article', '.', 'well', 'done', '.', '#', 'golf', 'covid-19', 'and', 'golf', ""'s"", 'direct-to-consumer', 'business', '|', 'mygolfspy', 'https', ':', '//t.co/4a4pfs8nok']","['golfspybarbajo', 'great', 'article', 'well', 'do', 'golf', 'golf', 'business', 'mygolfspy', 'http']"
4892,37593,"Blue in the Supermarket Queue
It's so stressful... #socialdistancing https://t.co/ekznUr38gK",0,"['blue', 'in', 'the', 'supermarket', 'queue', 'it', ""'s"", 'so', 'stressful', '...', '#', 'socialdistancing', 'https', ':', '//t.co/ekznur38gk']","['blue', 'supermarket', 'queue', 'stressful', 'socialdistancing', 'http']"
4893,36324,"The nationwide lockdown has led the companies to understand the importance of virtual consumer experiential marketing, says @jatinahuja26.
https://t.co/lNFtR4plt2",2,"['the', 'nationwide', 'lockdown', 'has', 'led', 'the', 'companies', 'to', 'understand', 'the', 'importance', 'of', 'virtual', 'consumer', 'experiential', 'marketing', ',', 'says', '@', 'jatinahuja26', '.', 'https', ':', '//t.co/lnftr4plt2']","['nationwide', 'lockdown', 'lead', 'company', 'understand', 'importance', 'virtual', 'consumer', 'experiential', 'marketing', 'say', 'http']"
4894,35067,"It's cheesy, but hey it's all about the humor. We all can use a little more laughter in our lives these days. #covid19 #Coronavirus #ToiletPaper #Humor #Depends https://t.co/L90SjBCoOA",2,"['it', ""'s"", 'cheesy', ',', 'but', 'hey', 'it', ""'s"", 'all', 'about', 'the', 'humor', '.', 'we', 'all', 'can', 'use', 'a', 'little', 'more', 'laughter', 'in', 'our', 'lives', 'these', 'days', '.', '#', 'covid19', '#', 'coronavirus', '#', 'toiletpaper', '#', 'humor', '#', 'depends', 'https', ':', '//t.co/l90sjbcooa']","['cheesy', 'hey', 'humor', 'use', 'little', 'laughter', 'life', 'day', 'coronavirus', 'toiletpaper', 'humor', 'depend', 'http']"
